,name,address,longtitude,latitude,telephone,email,website,problems_solving,audience,description
482,"Благотворительный фонд помощи детям-сиротам и детям, оставшимся без попечения родителей и содержащимся в детских учреждениях ""Берега""","105062, Москва, ул. Покровка, д. 27, стр. 6",37.647666,55.760606,8(495)917-44-99,info@fondberega.ru,http://fondberega.ru/,"['Социальная помощь', 'Психологическая помощь', 'Реабилитация и адаптация', 'Помощь в тяжелой жизненной ситуации', 'Правовая поддержка']","['Ребенок (0-11 лет)', 'Подросток (12-17 лет)', 'Сирота']","
Описание благотворительной организации
Благотворительный фонд ""Берега"" оказывает разностороннюю помощь детям-сиротам и детям, оставшимся без попечения родителей и воспитывающимся в православных детских домах и приютах семейного типа, относящимся к негосударственным детским учреждениям.
Источник информации: http://fondberega.ru/
"
483,"Владимирский некоммерческий благотворительный фонд ""Православный центр помощи многодетным и малоимущим ""Десятина"" в честь Свт. Николая""","600001, Владимирская область, Владимир, ул. Студёная гора, д. 5-Б",40.387977,56.122896,8(4922)30-42-29,ser15381885@yandex.ru,http://desyatina.net/,"['Социальная помощь', 'Реабилитация и адаптация', 'Помощь в тяжелой жизненной ситуации', 'Правовая поддержка']","['Ребенок (0-11 лет)', 'Подросток (12-17 лет)', 'Взрослый (18-59 лет)', 'Пожилой (старше 60 лет)', 'Инвалид', 'Сирота', 'Малоимущий/безработный/многодетная семья']","
Описание благотворительной организации
Фонд создан с целью социальной поддержки и защиты граждан, включая улучшение материального положения малообеспеченных, социальной реабилитации безработных, инвалидов и иных лиц, которые в силу своих физических или интеллектуальных особенностей, иных обстоятельств не способны самостоятельно реализовать свои права и законные интересы.
"
484,"Фонд поддержки социальных инициатив в сфере детства ""Навстречу переменам"" ","125212, Ленинградское шоссе, дом 39А, стр. 1",37.503172,55.812646,"8(495)229-84-00, доб. 18087",sp@fond-navstrechu.ru,http://www.fond-navstrechu.ru/,"['Социальная помощь', 'Психологическая помощь', 'Реабилитация и адаптация', 'Помощь в тяжелой жизненной ситуации', 'Поддержка НКО', 'Правовая поддержка', 'Нефинансовая/гуманитарная помощь', 'Консалтинг в области филантропии для социально ответственного бизнеса', 'Волонтерская помощь']","['Ребенок (0-11 лет)', 'Подросток (12-17 лет)', 'Взрослый (18-59 лет)']","
Описание благотворительной организации
 Фонд поддержки социальных инициатив в сфере детства «Навстречу переменам» помогает российским социальным предпринимателям реализовывать лучшие детские программы. Фонд уникален тем, что не боится поддерживать самые амбициозные, смелые и инновационные идеи, объединяя усилия бизнеса, некоммерческого сектора и гражданского общества в общем стремлении улучшить качество жизни российских детей. Фонд использует в своей работе технологии и методики международной благотворительной организации Reach for Change, которая успешно осуществляет деятельность в 17 странах мира и помогает трансформировать инновационные идеи в сфере социального предпринимательства в позитивные изменения для детей. Фонд «Навстречу переменам» верит, что чужих детей не бывает, и что даже один неравнодушный человек может изменить в их жизни многое. 
"
485,"Благотворительный фонд ""Система""","119034, Москва, ул. Пречистенка, д. 17/9",37.595123,55.742048,8(495)737-44-02,info@bf.sistema.ru,http://www.bf.sistema.ru/,"['Социальная помощь', 'Психологическая помощь', 'Реабилитация и адаптация', 'Помощь в тяжелой жизненной ситуации', 'Нефинансовая/гуманитарная помощь', 'Волонтерская помощь']","['Ребенок (0-11 лет)', 'Подросток (12-17 лет)', 'Пожилой (старше 60 лет)', 'Инвалид', 'Сирота', 'Малоимущий/безработный/многодетная семья', 'Военнослужащие/семьи погибших']","
Описание благотворительной организации
Фонд является основным инструментом для осуществления благотворительной деятельности крупнейшей российской Акционерной финансовой корпорации ""Система"" и ее дочерних компаний.
Главная задача Фонда – достижение максимальной эффективности социальных и благотворительных инвестиций корпорации.
Фонд разрабатывает стратегию социального инвестирования, планирует масштабные общекорпоративные программы, аккумулирует необходимые средства, формирует портфель благотворительных проектов и реализует их.
Для поддержки Фондом выбираются проекты, имеющие уникальный, новаторский характер, зачастую в сферах, ранее не попадавших в поле зрения спонсоров и благотворителей. Рассмотрение заявок и принятие решения о распределении средств Фонда осуществляется ежегодно на заседании Попечительского совета. В Совет входят представители дочерних структур: ОАО МТС, ОАО ""РТИ"" и других компаний корпорации.
Деятельность Фонда сфокусирована на проектах в пяти основных направлениях:
•	Наука и образование
•	Культура и искусство
•	Охрана здоровья и социальная поддержка
•	Сохранение и развитие духовного наследия
•	Физическая культура и спорт
Основные принципы деятельности Фонда:
•	Приоритет в программе фонда имеют инфраструктурные, системообразующие проекты. Предметом особого внимания Фонда являются проекты, способные обеспечить значимые, концептуальные изменения в социальных сферах и являются драйверами ее развития.
•	Программа Фонда нацелена на реализацию проектов всероссийского охвата. Для достижения синергетического эффекта проекты национального масштаба носят статус общекорпоративных.
•	Основой программы фонда являются долгосрочные партнерские отношения. 
•	Открытость и прозрачность – основные характеристики деятельности Фонда. Фонд неукоснительно соблюдает все требования российских регуляторов и выполняет жесткие корпоративные стандарты АФК «Система», соответствующие статусу публичной компании.
"
486,"Благотворительный фонд помощи детям, больным детским церебральным параличом (ДЦП) ""ШАГ ВМЕСТЕ""","117405, Москва, Варшавское шоссе, д. 141, стр. 34",37.603271,55.588913,8(962)362-72-72,info@shag-vmeste.ru,http://shag-vmeste.ru/,"['Заболевания опорно-двигательного аппарата', 'Неврологические и психоневрологические заболевания', 'Лечение заболеваний']","['Ребенок (0-11 лет)', 'Подросток (12-17 лет)']","
Описание благотворительной организации
""ШАГ ВМЕСТЕ"" — это группа единомышленников, которым небезразлична чужая жизнь и чужие страдания. Вместе мы можем помочь тем, кто нуждается в поддержке больше всех, тем, кто волею судьбы оказался беззащитен перед лицом грозной болезни. Мы оказываем посильное содействие детям, больным детским церебральным параличом (ДЦП). В наших с вами силах подарить детям каплю радости и надежду на выздоровление.
Мы открылись 1 августа 2011 года. Учредитель фонда — актер Гоша Куценко, председатель Правления фонда - Екатерина Валерьевна Качушкина.
А всё начиналось с малого...
Однажды к Гоше Куценко подошла женщина и попросила помочь её тяжело больному ребенку, страдающему ДЦП. Для таких детей жизнь уготовила совсем не детские трудности, для них фраза ""жизнь-преодоление"" — не пустые слова...
Известному актеру удалось собрать команду неравнодушных людей, которые стали помогать таким детям бороться с недугом, учиться жить с ДЦП.
Наш фонд исповедует принципы открытости, прозрачности, целесообразности, ответственности.
Вместе со всеми неравнодушными мы стараемся дать руку помощи людям, оказавшимся в непростых жизненных условиях. Мы хотим помочь им обрести надежду и уверенность в том, что вместе с добрыми и отзывчивыми людьми (каких, мы уверены, большинство) можно сделать шаг в счастливое будущее.
"
487,Благотворительный фонд помощи тяжелобольным людям «Гольфстрим»,"129090 Москва, Протопоповский пер., д.25, стр.1",37.640048,55.780198,+7 (495) 648 90 52,zayceva-1@yandex.ru,http://www.golfstreamfond.ru/,"['Неврологические и психоневрологические заболевания', 'Гематологические заболевания', 'Онкологические заболевания', 'Сердечно-сосудистые заболевания', 'Лечение заболеваний', 'Заболевания опорно-двигательного аппарата', 'Наследственные/генетические заболевания', 'Сахарный диабет', 'Другие заболевания органов и систем (дыхания, пищеварения, слуха, зрения, мочеполовой системы, печени, кожи, инфекционные заболевания, ожоги, дефекты внешности)']","['Ребенок (0-11 лет)', 'Подросток (12-17 лет)', 'Взрослый (18-59 лет)', 'Пожилой (старше 60 лет)', 'Инвалид']","
Описание благотворительной организации
Благотворительный фонд помощи тяжелобольным людям «Гольфстрим» уже 5 лет успешно занимается оказанием адресной помощи детям и взрослым, страдающим тяжелыми заболеваниями. Мы оплатили необходимое лечение, реабилитацию, приобрели медикаменты и средства реабилитации 215-ти людям на сумму более 70 млн. рублей. Наш принцип - помочь людям вне зависимости от диагноза, места лечения, гражданства и возраста. И стремимся обеспечить поддержку большему количеству людей, чтобы их жизнь стала легче и счастливее.
"
488,"Благотворительный фонд содействия решению проблем аутизма ""Выход в Белгороде""","308019, Белгородская область, Белгород, 
ул. Восточная, д. 71, офис 46",35.661275,50.478274,8(915)570-61-11,mail@outfundbel.ru,http://outfundbel.ru/,"['Социальная помощь', 'Неврологические и психоневрологические заболевания', 'Психологическая помощь', 'Реабилитация и адаптация', 'Лечение заболеваний', 'Помощь в тяжелой жизненной ситуации']","['Ребенок (0-11 лет)', 'Подросток (12-17 лет)', 'Взрослый (18-59 лет)', 'Пожилой (старше 60 лет)']","
Описание благотворительной организации
Главная цель Фонда – содействовать тому, чтобы на территории Белгородской области была создана эффективная система помощи детям и взрослым с расстройством аутистического спектра от ранней диагностики и своевременной коррекции до адаптации и включения в жизнь нашего общества.
Цели и задачи фонда:
- содействие созданию системы ранней диагностики, раннего коррекционного и биомедицинского вмешательства и социальной адаптации людей с аутизмом и расстройствами аутистического спектра;
- содействие созданию образовательных условий для детей с РАС, обеспечение максимально возможного ""включения"" их в дошкольную, школьную жизнь, доступное профессиональное образование;
- содействие созданию условий улучшения жизни взрослых с аутизмом, их образования, трудоустройства, жизни в обществе;
- создание экспертно-информационных и практических ресурсов для объединения и обмена информацией среди специалистов;
- организация взаимодействия и сотрудничества госструктур с признанными экспертами в данной теме на региональном уровне;
- снабжение государственных институтов доказательными данными по проблеме аутизма, основанными на опыте международного сообщества, на региональном уровне;
- масштабирование и тиражирование успешного опыта помощи людям с аутизмом на территории Белгородской области;
-привлечение международных и российских экспертов для разработки программ ВУЗовского и постдипломного образования;
- поддержка дистанционных (онлайн) образовательных проектов;
- организация научно-практических конференций и семинаров с участием специалистов и родителей;
- просвещение;
- повышение уровня эмпатии и толерантности в обществе;
- поддержка региональных, частных инициатив и проектов по помощи людям с РАС;
- внедрение новых практик и технологий в процесс реабилитации (абилитации) лиц с аутизмом;
- поддержка образовательных программ для детей и взрослых с аутизмом;
информирование общества о проблемах аутизма, формирование взвешенного и позитивного общественного мнения;
- информирование родителей, специалистов, научных, педагогических и медицинских работников об особенностях аутизма и расстройств аутистического спектра;
- информирование родителей о современных возможностях диагностики, лечения и реабилитации детей с аутизмом.
Фонд не оказывает адресную помощь, но собирает средства под проекты, призванные решать задачи, связанные с коррекцией и социальной реабилитацией людей с расстройствами аутистического спектра на территории Белгородской области.
"
489,"Костромская Благотворительная областная общественная организация ""Остров""","156002, Костромская область, Кострома, ул. Спасокукоцкого, д. 41, пом. 22, 1 этаж",40.920615,57.776735,8(960)742-28-89,blagostol.ru@yandex.ru,http://blagostol.ru/,"['Нефинансовая/гуманитарная помощь', 'Социальная помощь', 'Помощь в тяжелой жизненной ситуации']","['Подросток (12-17 лет)', 'Взрослый (18-59 лет)', 'Пожилой (старше 60 лет)', 'Малоимущий/безработный/многодетная семья', 'Бездомный']","
Описание благотворительной организации
Костромская благотворительная столовая.
Режим работы:
пн-сб 12:00-14:00
воскресение 12:00-13:00
Источник информации: http://blagostol.ru/
"
490,"Нижегородская областная общественная организация ""Семейный центр ""Лада""","603047, Нижегородская область, Нижний Новгород, Московское ш., д. 213",,,8(831)279-95-25,Lada_fc@mail.ru,http://www.crklada.nnov.ru,"['Социальная помощь', 'Психологическая помощь', 'Реабилитация и адаптация', 'Помощь в тяжелой жизненной ситуации', 'Правовая поддержка', 'Нефинансовая/гуманитарная помощь', 'Волонтерская помощь']","['Ребенок (0-11 лет)', 'Подросток (12-17 лет)', 'Инвалид', 'Малоимущий/безработный/многодетная семья']","
Описание благотворительной организации
Подготовка молодой семьи к беременности, рождению и воспитанию детей; оздоровительно-развивающие занятия для детей раннего, дошкольного и младшего школьного возраста; социализирующие программы для подростков. Основные целевые группы: родительская общественность (молодые семьи, семьи с детьми-инвалидами, семьи с приемными детьми, многодетные семьи и др.), дети от 0 и старше, профильные организации.
Основные виды деятельности: лекции с использованием видео- и аудио-материалов, тренинги, групповые занятия, консультации, мероприятия по организации семейного досуга, добровольческие и благотворительные акции.
Источник информации: http://www.crklada.nnov.ru
"
491,"Алтайская региональная благотворительная общественная организация ""Пробуждение""","656019, Алтайский край, Барнаул, ул. Островского, д. 8, оф. 63",83.690951,53.372843,8(3852)69-66-98,orgpro22@gmail.com,http://orgpro.org/,"['Социальная помощь', 'Психологическая помощь', 'Реабилитация и адаптация', 'Лечение заболеваний', 'Помощь в тяжелой жизненной ситуации', 'Зависимость', 'Нефинансовая/гуманитарная помощь', 'Волонтерская помощь']","['Ребенок (0-11 лет)', 'Подросток (12-17 лет)', 'Взрослый (18-59 лет)', 'Пожилой (старше 60 лет)', 'Сирота', 'Малоимущий/безработный/многодетная семья', 'Бездомный', 'Заключенный/бывший заключенный']","
Описание благотворительной организации
Объединение усилий по всемирной пропаганде здорового, свободного и духовного развития человека, здорового образа жизни, освобождению от алкогольной, наркотической, игровой зависимости (лудомании), освобождению от табакокурения.
- благотворительная, моральная и иная помощь пожилым людям;
- благотворительная помощь и поддержка больным и тяжело больным людям, в том числе ВИЧ-инфицированным, а также имеющим диагноз СПИД (Синдром Приобретенного Иммунодефицита Человека);
- благотворительная помощь и поддержка детям-беспризорникам и детям-сиротам;
- формирование в обществе традиций свободного, здорового развития личности, мирного существования, основанного на духовной этике и морали;
- разработка и реализация, как самостоятельно, так и совместно с другими заинтересованными организациями, социальных программ, направленных на пропаганду здорового образа жизни, свободного развития личности, профилактики наркомании и алкоголизма, лудомании, а также духовной и социальной реабилитации лиц, находящихся в наркотической, алкогольной и игровой зависимостях;
- разработка и реализация программ по правовому просвещению, формированию в обществе традиций уважения государства и власти.
"
492,"Калининградская региональная общественная организация ""Дети-инвалиды, больные сахарным диабетом""","236022, Калининградская область, Калининград, Советский просп., д. 16",20.499016,54.723736,8(4012)93-56-05,diabet39@yandex.ru,http://diabet39.ru/,"['Социальная помощь', 'Психологическая помощь', 'Лечение заболеваний', 'Сахарный диабет', 'Нефинансовая/гуманитарная помощь']","['Ребенок (0-11 лет)', 'Подросток (12-17 лет)', 'Взрослый (18-59 лет)']","
Описание благотворительной организации
Калининградская региональная общественная организация ""Дети-инвалиды, больные сахарным диабетом"" существует с 1995г. В её состав входит более 700 человек: детей и взрослых с заболеванием сахарный диабет.
Направления работы организации:
•	Формирование общественного мнения о сахарном диабете (статьи в местных газетах, выступления на местном радио и телевидении);
•	Развитие сотрудничества с международными организациями, работающими в области диабета (участие  во встречах, конференциях, съездах диабетических организаций);
•	Обеспечение информационной и психологической помощи людям с диабетом (телефон ""горячей линии"", консультации психолога для детей и подростков, организация волонтерства);
•	Организация отдыха и общения детей и подростков с диабетом (экскурсии и походы, проведение праздников, установление связей с диабетическими обществами других регионов России и стран Европы);
•	Информирование о самых последних достижениях в области управления диабетом (обеспечение лиц с диабетом и членов их семей информацией о диабете: книгами, журналами, газетами);
•	Повышение квалификации лиц, работающих с детьми, больными сахарным диабетом (круглые столы, обучающие семинары);
•	Формирование базы данных (проведение анкетирования семей, имеющих  детей, больных сахарным диабетом);
•	Предоставление равных возможностей, вовлечение детей с сахарным диабетом в полноценную жизнь.
Источник информации: http://diabet39.ru/
"
493,"Воронежская региональная общественная организация инвалидов и родителей детей-инвалидов с нарушениями психического развития аутистического спектра ""Искра Надежды""","394026, Воронежская область, Воронеж, Московский просп., д. 10",39.185124,51.682709,8(473)247-88-23,helpautism@ya.ru,http://helpautism.ru/,"['Социальная помощь', 'Неврологические и психоневрологические заболевания', 'Психологическая помощь', 'Реабилитация и адаптация', 'Лечение заболеваний', 'Правовая поддержка']","['Ребенок (0-11 лет)', 'Подросток (12-17 лет)', 'Инвалид']","
Описание благотворительной организации
Миссия ""Искры Надежды"" заключается в том, чтобы осуществлять программы, улучшающие жизнь семей, имеющих ребенка с особенностями развития, уделять особое внимание психолого-педагогической коррекции и поддержке особого ребенка в дошкольных и школьных учебных заведениях, дать им возможность дальнейшего трудоустройства и независимой жизни.
Источник информации: http://helpautism.ru/
"
494,"Смоленская городская общественная организация инвалидов ""Мужество""","214036, Смоленская область, Смоленск, ул. Попова, д. 46",32.100246,54.767768,8(4812)66-14-61,invapom@sci.smolensk.ru,http://www.invapom.smolensk.ru/,"['Социальная помощь', 'Реабилитация и адаптация', 'Помощь в тяжелой жизненной ситуации', 'Правовая поддержка', 'Волонтерская помощь']",['Инвалид'],"
Описание благотворительной организации
Смоленская городская общественная организация инвалидов с поражением опорно-двигательного аппарата ""Мужество"" создана в апреле 1993 года инициативной группой инвалидов с целью устранения социальной несправедливости, а также консолидации инвалидов с поражением опорно-двигательного аппарата.
Организация ставит перед собой следующие цели:
•  защита прав и интересов инвалидов;
•  обеспечение инвалидам равных с другими гражданами возможностей участия во всех сферах жизни общества;
•  интеграция инвалидов в общество.
Основные направления деятельности:
•  формирование общественного мнения об инвалидах как о равноправных членах российского общества;
•  участие в реализации и контроле исполнения законов о проблемах инвалидов;
•  безбарьерная среда в городе Смоленске;
•  реализация Федерального закона ""о социальной защите инвалидов в Российской Федерации"", а также других федеральных и региональных законов, территориальных целевых программ в сфере социальной защиты инвалидов;
•  свободный доступ инвалидов в государственные учреждения, учреждения культуры, учебные заведения, магазины, театры и т.д.;
•  социальная и трудовая реабилитация инвалидов в специально созданных условиях;
•  доступность городского транспорта для инвалидов и лиц с ограниченными возможностями;
•  профессиональное образование инвалидам;
•  каждой лестнице - перила;
•  правовая помощь инвалидам;
•  реабилитация средствами культуры, спорта и туризма;
•  обеспечение техническими средствами реабилитации.
Общество с ограниченной ответственностью ""Инвапомощь"" Смоленской городской общественной организации инвалидов ""Мужество"" Общероссийского союза общественных организаций инвалидов ""Союз инвалидов Отечества"" осуществляет социальную и трудовую реабилитацию инвалидов (преимущественно с поражением опорно-двигательного аппарата), оказывает бесплатную правовую помощь инвалидам.
При организации работает спортивный зал ""Мужество"", созданный преимущественно для развития физических способностей инвалидов, располагающийся по адресу: г. Смоленск, ул. Ломоносова 17Б.
Кроме того, создан участок по доставке пенсий и социальных пособий инвалидам и пенсионерам Промышленного района города Смоленска. 
Членами организации могут быть инвалиды с поражением опорно-двигательного аппарата, а также и другие граждане, имеющие группу инвалидности, проживающие в городе Смоленске, признающие Устав Организации, программу деятельности Организации, достигшие 18-летнего возраста, а также их законные представители.
Источник информации: http://www.invapom.smolensk.ru/
"
495,"Благотворительный фонд ""Новосибирск без наркотиков""","630048, Новосибирская область, Новосибирск, ул. Немировича-Данченко, д. 137",82.902041,54.973259,8(383)346-22-74,bf_nbn@mail.ru,http://www.beznarkotikov.net/,"['Социальная помощь', 'Реабилитация и адаптация', 'Лечение заболеваний', 'Зависимость']","['Подросток (12-17 лет)', 'Взрослый (18-59 лет)']","
Описание благотворительной организации
""Создан, чтобы помогать!""
Наш фонд уже 8 лет занимается реабилитацией людей, находящихся в наркотической зависимости (от героина, табакокурения и игровой зависимости), а так же адаптацией лиц, освободившихся из мест лишения свободы после отбывания наказания.  Мы помогаем выявить причины возникновения разных зависимостей, оказываем духовно-нравственную и психологическую поддержку, помогаем людям адаптироваться в социуме.
Мы знаем, как победить проблему!
Результатами своей деятельности мы подтверждаем, что миф о неизлечимости наркомании - РАЗРУШЕН!
Источник информации: http://www.beznarkotikov.net/
"
496,"Детский благотворительный фонд ""Солнечный Город""","630015, Новосибирская область, Новосибирск, ул. Промышленная, д. 4А",83.03677,53.776026,8(383)208-11-17,info@suncitylife.ru,http://www.suncitylife.ru/,"['Социальная помощь', 'Психологическая помощь', 'Реабилитация и адаптация', 'Помощь в тяжелой жизненной ситуации', 'Правовая поддержка', 'Волонтерская помощь']","['Ребенок (0-11 лет)', 'Подросток (12-17 лет)', 'Сирота']","
Описание благотворительной организации
Детский благотворительный фонд ""Солнечный Город"" работает для того, чтобы помощь детям была системной, а не разовой, фокусируя свою работу на серьезных программах поддержки, а не на праздниках и подарках. Для этого Фондом реализуется несколько основных программ:
1. ""Больничные дети"": реабилитация детей-отказников, находящихся в условиях госпитализации;
2. ""Открывая горизонты"": участие во всестороннем развитии детей, оставшихся без попечения родителей;
3. ""Дорога к дому"": программа предотвращения социального сиротства. (Программа направлена на оказание социальной, юридической, психологической, медицинской помощи семьям и отдельным родителям, оказавшимся в кризисной ситуации, следствием которой может стать помещение ребенка в сиротское учреждение);
4. ""Со-участие"": оказание адресной помощи детям, оказавшимся в трудной жизненной ситуации.
Источник информации: http://www.suncitylife.ru/
"
497,"Благотворительный фонд содействия образованию детей-сирот ""Большая Перемена""","117556, Москва, Варшавское шоссе, д. 66, корп. 2, стр. 2",,,8(499)317-44-44,info@bigchange.ru,http://www.bigchange.ru/,"['Социальная помощь', 'Помощь в тяжелой жизненной ситуации', 'Реабилитация и адаптация']","['Подросток (12-17 лет)', 'Взрослый (18-59 лет)', 'Сирота']","
Описание благотворительной организации
""Большая Перемена"" – это не просто название, это суть того, что происходит в жизни ребят, пришедших к нам.
Мы помогаем воспитанникам и выпускникам детских домов:
- наверстать упущенное по предметам школьной программы и подготовиться  к сдаче экзаменов за 9 или 11 класс;
- развивать навыки самостоятельной работы и учебы;
- определиться с профессией, найти достойную работу;
- расширить круг интересов;
- научиться строить отношения с окружающими людьми.
Через индивидуальный подход к каждому студенту, уважение и доверие мы стараемся укрепить веру ребят в свои силы, развить интерес к учебе и жизни вообще, помочь им стать взрослыми и самостоятельными людьми.
Нам важно, чтобы как можно больше ребят из детских домов смогли получить профессиональную помощь педагогов и стать успешными людьми.
Поэтому мы ежегодно увеличиваем количество студентов, получающих образование в ""Большой Перемене"", а также активно делимся своим опытом со специалистами, работающими с детьми-сиротами.
Кроме того, мы проводим обучающие семинары и оказываем консультационную поддержку тем, кто поддерживают воспитанников и выпускников детских домов. Это:
- специалисты (педагоги, воспитатели) из детских домов и интернатов;
- социальные работники из Центров Социального Обеспечения, Центров Социальной Помощи Семье и Детям;
- волонтеры, которые поддерживают детей из детских домов и интернатов, а также замещающие родители, чьи дети получают поддержку Фонда.
"
